10000 50000
4216 3473 636
725 6652 958
9985 9149 764
4697 8823 729
8050 1690 179
8360 2255 975
8997 3353 557
2437 9948 935
2177 1950 421
5215 4637 459
9136 604 932
2708 2443 925
4184 9997 755
7613 4864 907
5632 1611 246
5984 2129 675
2081 3627 232
6693 8093 796
2055 5876 292
7006 6722 754
5831 7158 599
3818 669 659
932 8278 120
2390 2296 714
339 2436 861
5784 6824 129
9524 2350 666
8800 1449 149
2855 8912 664
2051 936 81
825 1700 4
480 6440 532
297 9670 496
5264 8284 856
6264 4373 780
2307 6558 457
354 8542 308
2817 1979 924
1081 1619 649
7786 7897 293
7575 8134 735
293 2395 505
8378 9866 809
9495 8373 659
4470 2212 244
1567 1058 952
5620 8900 210
2198 7050 188
8036 9306 103
1061 4252 209
9570 3344 327
2302 8470 373
5910 9034 133
1692 9549 755
9582 607 972
4761 2747 646
3470 1213 254
3987 2665 26
9549 7327 509
3424 2571 501
2248 3534 657
2238 7665 361
1357 6844 795
4427 3586 98
2213 1021 680
5316 6592 831
3982 9716 200
3335 8676 420
1334 3281 766
8011 9654 631
3854 7865 117
5833 3064 381
3645 4494 341
4978 4195 835
8 7853 152
8195 309 826
7328 6776 315
9327 6712 673
9183 5273 731
2244 7355 534
6382 1686 327
5611 7914 201
7159 3471 514
2293 68 575
2294 7130 136
3707 2072 125
884 7313 453
9202 2044 249
8197 752 150
145 6174 451
6598 1105 958
758 3214 26
7664 3063 932
2114 3802 991
9572 9339 548
3514 6400 862
259 6300 901
713 4510 45
1928 8465 361
5279 1729 4
2952 2461 543
9917 230 886
2283 1765 592
9562 6609 904
1227 9692 661
8271 2077 673
6626 7500 194
6080 7169 867
6477 2194 120
6406 9866 292
4617 7649 857
3090 3324 376
6470 55 79
318 3727 634
5805 7880 558
9675 5686 201
7808 319 334
2255 8405 536
8271 9909 600
1864 5235 722
1425 5543 588
1482 3649 716
9079 8572 766
8584 762 236
7304 241 833
5530 1755 861
3079 4330 870
8725 3738 437
75 2541 104
1577 5632 297
513 2276 638
6657 4733 734
3360 8968 104
4576 4629 506
5498 6671 58
6597 4700 94
8826 9577 816
1155 431 650
2448 112 206
6982 5874 669
6293 2682 195
1148 1760 130
7145 4933 989
2505 4085 443
3621 1957 769
1607 1460 246
9806 5492 202
1560 6418 538
2091 2112 767
9791 2988 780
2103 9123 575
1845 5143 866
7097 6633 770
2743 4809 772
5944 6375 956
8480 3366 396
4487 9685 248
860 7132 882
4715 3409 258
1220 6696 434
2198 6102 86
3401 8670 794
7920 1174 375
7015 863 893
292 6940 760
859 9739 796
625 5150 83
1970 6816 782
289 4862 854
1063 8771 272
1162 8752 428
7453 1968 105
9041 7097 547
264 7907 460
8920 9709 182
9503 6542 63
4657 8728 427
654 3232 948
1232 3594 391
4389 7520 324
3743 660 253
4371 6229 745
9668 9362 657
7344 674 81
5125 3326 822
6816 1727 445
2225 7835 752
277 2267 450
2118 8956 608
9312 2582 526
8715 2919 790
1264 754 898
4203 3297 650
9204 4686 386
5644 9711 116
6920 224 974
6606 1312 905
6007 9486 618
7882 8987 428
5353 1287 169
4360 8978 982
1874 1728 754
839 390 604
605 6227 958
6568 629 33
531 9786 112
1791 1008 77
3901 910 163
5141 5496 318
4010 1819 60
1005 7843 571
5624 3946 44
5413 1525 454
6885 4505 503
7950 9786 479
6738 8506 294
9693 8719 569
8572 8826 270
5193 5263 651
366 6705 93
3755 7484 426
3231 3953 449
9006 2885 900
4831 863 872
5170 2532 755
8447 9866 864
8494 806 214
7964 9848 924
3046 8267 937
7323 3768 93
2715 9182 132
1058 8679 982
2360 9148 874
9453 6287 880
7329 9287 679
575 8050 534
5842 9719 53
6021 5917 175
1764 5382 432
3996 7951 736
4902 2877 330
1283 2350 773
5051 5655 464
986 7574 868
4868 7674 44
1050 1231 222
860 469 95
3041 4168 105
5418 1394 227
4868 1186 120
9273 7644 347
629 7312 470
2544 2111 758
5025 1363 939
6443 5315 212
4234 3592 298
2916 9401 752
7045 2745 588
9054 212 988
2763 9231 133
9938 4791 337
2177 8449 366
268 3182 892
3573 1177 86
3271 854 592
8880 86 379
7022 8077 404
9753 2070 814
1720 1608 551
1940 5253 298
4543 7529 897
7186 4503 373
9742 5279 815
7459 6768 457
8146 5581 222
9988 7214 412
3300 1178 541
8957 3024 22
6471 9000 844
9446 964 107
3955 6496 244
3471 703 41
8361 1258 579
1201 4416 637
2285 4315 436
4397 3670 468
8811 8663 628
1962 6053 416
8456 4359 458
124 5284 630
8756 3744 727
2189 6493 977
5500 3579 361
6302 6431 372
4311 419 58
6490 5972 176
5888 3367 665
8914 7584 385
9623 6688 731
4325 1544 768
8641 2015 319
6331 1017 616
9994 6894 704
1049 7950 731
1428 8135 53
7807 3209 583
5612 9005 803
7628 1368 811
5950 7055 242
4452 771 119
2551 3886 251
5481 2741 564
5696 193 459
9670 9930 490
5201 2448 48
1546 2504 936
3592 218 907
2188 5697 836
822 7836 710
677 3134 835
2614 3350 385
2028 3490 934
4039 8355 990
3674 4985 49
3067 9199 881
1036 6588 534
1075 1239 32
3578 3570 245
4968 9751 13
300 3890 907
5379 6183 885
1497 7726 276
8933 2995 156
64 7937 288
4907 2144 739
2263 3454 601
1536 7899 251
8514 9393 567
544 144 369
8236 9933 346
8712 7728 522
8055 4096 217
3796 5613 430
9155 2197 267
2538 1374 410
6897 6538 795
313 5926 196
9384 8530 626
7739 8882 861
2070 9308 99
9652 9720 906
6613 5802 459
6646 7806 437
3551 4027 84
192 5524 305
2906 9453 853
8328 6395 9
2243 6528 838
9255 6271 638
6011 3321 421
1241 5790 788
229 3702 361
620 2155 521
3967 7728 737
2813 9550 175
4076 9478 36
1308 2852 708
3222 7790 304
9307 2052 546
7746 5393 697
2117 6046 584
1626 5268 49
9837 1957 535
2047 8591 276
1830 1117 844
2042 1498 377
6808 1021 559
8871 5016 461
3064 9237 734
7923 836 177
8349 8477 600
7777 6800 338
8333 7652 246
7249 8339 327
8849 1255 214
234 5911 608
3048 5100 240
3829 4335 412
2090 1783 936
9690 2593 523
636 1526 514
9607 9586 127
2474 3828 998
7878 5139 804
9448 1332 871
989 3896 464
80 8551 801
4902 2303 531
7075 8885 739
2653 7205 760
3788 6331 234
7351 1936 438
52 6590 846
5872 3895 631
5458 4214 743
5380 4121 817
5204 6551 613
1432 2733 349
642 5608 531
7456 6042 94
7831 2757 343
6932 231 278
4167 1810 669
5880 7508 655
5128 4183 884
3632 31 8
718 4409 243
5767 6047 138
3445 2531 796
4179 1000 199
3049 6619 935
442 5401 853
7770 529 958
4820 7269 388
9636 1 418
6102 369 466
2049 7736 832
2845 2732 521
5654 1510 768
4679 2884 541
5320 5481 310
2227 2332 24
7227 263 75
1162 9335 124
149 7257 61
8373 2028 556
1297 843 691
5997 9285 614
6632 7283 442
6483 4694 544
4913 9861 414
9270 4346 783
2303 2461 205
4433 8915 832
9056 1865 228
8545 6736 411
5230 1082 859
2524 4551 973
8022 2844 749
1358 922 714
6607 560 12
2716 4975 365
9485 2335 518
1627 4303 116
4601 491 618
9516 2890 827
5198 397 681
9742 2217 685
9149 3762 339
8070 7669 651
2343 2883 124
5606 893 322
549 5400 719
8258 1579 912
6145 1631 757
4995 3020 732
3215 3591 868
9249 44 969
3729 5597 699
5747 1419 469
4056 7896 922
997 5020 82
3692 5070 687
4606 8080 417
3013 1622 706
2243 1551 960
2000 1802 444
3541 1293 527
760 6564 564
7020 5043 455
8032 4856 348
1895 7681 16
10000 7532 361
6457 7022 279
7567 5003 813
4276 1852 624
2000 3370 28
3429 7976 133
3136 5968 651
86 5858 507
4788 4632 832
6224 1835 582
2540 6230 695
8252 7507 922
2497 5083 453
6161 1130 378
3029 4781 359
5577 6313 182
1676 6735 412
2411 8015 998
8714 4098 631
6541 6596 436
4045 9423 765
3412 4665 218
5323 8010 64
5747 2210 363
1508 1879 806
435 9733 461
4335 8349 567
1467 9490 409
7995 8062 510
3160 6267 822
8452 2533 888
4249 282 901
7166 158 889
6208 9291 829
1350 5336 492
1181 406 945
7768 2038 542
9241 4601 593
6162 7618 816
7637 4356 550
784 8403 183
659 9750 723
2060 2519 615
7712 5405 877
6755 5722 817
7064 3249 435
1871 9544 426
1621 4886 731
194 3433 36
8333 173 682
101 2147 198
356 2391 901
8398 2111 267
5114 5123 273
9655 2016 879
4186 2362 92
5411 7705 127
2871 6443 888
5286 3946 387
7452 5607 27
2914 2223 329
1624 7990 273
9562 3451 73
8972 6111 95
4963 9679 78
3802 8095 278
8938 1452 2
1807 2760 975
9401 1352 935
1503 3683 96
5725 43 128
2115 5896 141
5031 426 305
215 1166 234
768 7358 101
219 468 51
6916 9420 2
1199 6279 470
2632 6775 662
3822 6762 345
2282 494 124
7438 5981 582
4089 185 658
303 2348 430
4773 2657 381
6590 8435 166
9735 8682 165
5102 6511 718
121 9172 335
8904 7130 240
6428 2905 9
3295 2661 68
1188 2144 773
4964 8830 840
9307 7283 374
8601 2136 504
8021 1238 912
2096 2210 410
7396 3344 640
1842 5975 562
8555 2616 336
2175 3919 57
4776 7268 2
9689 5477 247
1507 9958 845
292 4458 954
9183 9299 145
7605 8382 260
7964 266 320
1742 3573 392
5078 3892 467
3789 621 98
9228 326 797
9478 761 170
4766 6058 273
4023 9820 225
1592 2508 411
8504 9953 650
5651 623 418
8421 7754 296
9887 3647 294
1679 4170 198
4458 2482 81
8093 7939 547
7112 2905 179
8676 2409 621
2670 883 889
2120 3211 134
9820 4508 109
9432 7340 459
5067 6717 942
9181 5853 114
9350 9117 456
2321 7317 565
2235 499 711
5743 1523 710
3658 3550 188
7314 3235 940
2945 5998 51
3461 2502 184
1811 1563 203
8205 1795 252
6644 1030 401
7881 7495 468
1168 5400 141
2461 5063 437
5805 9488 156
292 5822 901
5904 4025 11
6160 8341 308
692 5943 757
4983 1538 754
1197 6866 906
899 6866 194
1191 734 331
1005 4697 970
215 3265 74
128 3968 845
603 3205 872
7728 1010 707
1618 4761 663
3484 3349 334
3719 841 60
713 2465 832
4530 592 663
1484 6428 700
1295 274 759
7644 4810 777
2085 587 453
3193 5265 463
2814 2520 435
8052 8753 688
2832 296 900
3045 6457 928
1799 4885 488
8907 8000 113
3246 6557 750
2652 3600 287
1533 7601 731
7949 5642 938
1685 1552 495
6734 5574 789
5184 4842 536
381 1199 891
7691 7399 277
6219 8684 107
3563 9731 262
2328 7696 400
4185 6737 499
8561 986 507
8331 1455 580
2842 3396 278
5214 5636 534
7411 9796 470
241 702 922
1694 6315 402
2070 3224 678
8315 9886 213
3883 5383 810
3673 5699 104
2395 8820 264
3633 9708 780
9135 8567 224
3401 3497 962
6796 969 618
3356 8079 364
3753 3177 911
8891 6177 24
9453 1932 720
5641 8012 73
5862 471 197
8666 6072 536
2607 8648 990
346 1406 644
2657 240 497
9423 5194 453
9712 6643 783
9393 2782 34
862 5114 459
6886 431 621
2406 512 220
6157 7025 268
4277 8331 892
1325 5050 78
8487 838 416
5397 3170 441
5568 3155 536
5746 4948 305
1339 7950 339
563 4097 153
663 8412 456
9630 7973 987
7974 3299 981
8130 3724 291
139 4020 123
8205 4597 456
6400 6229 845
875 3260 106
1681 1882 247
3536 114 672
6022 798 114
9741 6866 435
593 1736 68
6949 2641 919
2038 5322 281
8988 1667 418
5375 1617 81
7828 4329 823
6454 8833 534
2124 2017 982
3033 2700 515
638 670 745
2421 8231 287
9741 1723 555
3905 3087 386
1794 8539 749
2630 1366 511
8185 4119 343
9596 9695 685
1024 1875 46
4169 6618 841
7229 1550 863
8268 199 984
2226 5001 130
3820 7437 701
1669 328 683
1946 3400 684
151 4189 408
6802 6245 726
4747 6377 759
9032 8001 72
3298 6857 99
801 9723 268
7056 8428 620
2645 750 166
2899 2380 871
7505 797 502
9292 2734 559
2641 8405 656
6069 1767 490
3187 1031 612
980 7869 248
4067 2943 868
6840 6613 372
1472 8285 172
778 2497 926
5880 6005 332
1008 8783 802
1075 2124 522
6473 8523 953
9038 9228 698
6814 4880 151
3784 291 29
881 2509 360
369 5378 844
7389 2502 109
9942 4716 23
8560 538 557
7493 329 467
832 4842 780
7322 2096 292
8754 654 302
5220 2324 586
2315 1968 824
2182 874 486
715 7888 933
1290 8736 628
9455 2754 664
697 746 679
8066 4295 346
9727 4901 518
1066 4089 652
2960 3133 368
6945 2586 807
4148 3709 270
9886 3501 126
8189 2747 930
2602 7307 5
369 2852 395
480 5823 925
4406 8082 890
5820 8118 494
2957 8065 751
9701 4948 638
8640 7553 569
1495 6086 188
6606 4068 946
5801 4084 212
2428 4216 283
301 6760 496
5907 6913 112
1904 1699 626
1442 9614 391
1322 4323 772
1167 1132 452
9472 9966 935
9101 6483 809
2100 4599 821
8153 4326 134
2383 3802 362
5766 5592 420
3991 3813 356
7873 887 890
8953 1929 382
9365 6172 659
5867 1503 316
3045 7501 251
1461 5309 191
6437 5673 504
1495 2961 17
1812 8724 935
938 4818 214
5446 1502 254
8970 9871 944
1073 4390 796
1868 7334 850
5816 2365 780
1992 3632 489
2588 2949 59
9051 1243 528
7910 7848 322
6018 5563 532
7596 8823 802
5086 4800 492
7872 5545 296
3817 1696 580
2065 2801 496
4572 9420 464
1037 2688 316
9157 4841 717
5513 792 908
3051 8764 285
3792 6672 452
5921 370 300
2592 1636 926
5085 9342 624
2074 2940 772
6314 5189 415
109 4230 649
6088 1982 704
4240 4798 425
5608 1275 18
7849 1437 776
9557 1584 101
333 8552 62
763 4912 956
5458 9331 864
3868 6030 619
2090 8975 102
4394 8117 242
961 4189 719
717 5060 391
3563 357 715
2025 8746 915
9161 7442 35
3234 6761 409
1182 4151 94
1177 3165 660
768 2892 468
2165 9553 851
783 4614 519
5317 126 36
770 6046 485
2892 6848 545
7247 74 159
4585 5284 419
8131 8981 240
8492 9968 499
1302 132 35
646 1141 727
884 8450 849
6653 7734 663
1013 9842 874
500 2912 127
7625 2599 366
9962 3217 962
8513 9929 962
1527 1295 636
537 352 229
780 997 336
6700 9774 792
902 283 253
344 9284 853
6359 1734 474
5413 2087 6
3960 6735 339
6785 492 385
3734 3399 505
6706 608 761
9585 4129 84
2710 6291 585
7715 1941 640
4443 1296 203
7803 5053 107
5372 8176 482
6170 7071 279
1066 2797 741
888 5956 856
7474 5776 305
2959 2568 533
7810 8972 280
2247 1013 325
4962 2120 83
3340 2751 789
4174 9743 389
9141 3545 833
1787 378 616
528 5774 349
2747 1929 107
2615 9541 608
1389 629 545
8821 2002 347
7511 4675 297
5589 6955 931
8086 2450 782
2449 2585 858
1722 676 244
2953 5184 252
9004 1404 669
7871 9266 628
5636 2077 394
6024 3301 757
3755 6144 919
4207 3280 320
1433 1828 886
4865 7760 778
9728 9910 524
8284 8880 877
9883 9361 823
2068 3098 516
5110 5903 361
5949 1021 895
8438 9054 540
5525 3389 192
2592 1840 591
7470 8721 59
2529 7114 626
3602 7695 687
2488 2894 367
7776 9358 150
6338 6447 384
3633 1561 640
9911 2442 245
4270 6477 859
7618 4502 345
2701 7196 283
277 8927 827
7442 6822 797
9603 4903 516
3923 1143 783
2242 2714 318
8696 3184 417
8862 4933 976
3192 5473 879
4037 6618 77
5537 8155 249
8945 8138 595
5774 9469 40
1061 5848 848
6395 5995 757
6952 5199 75
6615 734 207
4262 1497 735
6910 7095 858
7802 5567 350
5913 2087 369
9141 8850 925
4891 8834 775
6279 9326 359
1667 7655 842
5079 363 388
8513 4729 198
3136 980 953
6286 3429 250
1422 8247 537
6240 6126 800
1511 2062 625
8360 4456 846
44 3283 930
9010 3236 653
9480 3606 574
2814 1354 740
8044 7134 310
391 2715 538
9735 2002 307
5656 5981 17
5198 5672 989
352 733 964
251 7755 87
8058 3869 406
8947 766 169
1566 8105 893
762 495 364
6584 663 800
6890 8485 525
1740 2143 173
3830 1002 286
9865 6777 503
6794 1798 484
2586 2252 963
3624 7424 950
224 9036 514
1952 5721 604
460 5000 963
5835 319 407
9463 9215 409
5290 2373 477
9443 6926 354
604 2147 872
8861 9957 291
8179 2806 499
4042 1275 728
9552 8458 978
9362 6721 450
305 2016 627
7204 8618 679
2998 2553 843
8160 704 108
4846 6756 349
8212 3070 338
1934 8270 860
268 7111 835
851 4081 350
2158 1937 983
1193 3577 599
1438 766 231
3691 1053 449
2781 5404 927
3298 3445 589
2094 9597 531
1158 9508 142
7604 2407 205
4156 4443 182
801 757 518
8699 8464 410
552 1170 791
2141 4857 913
8610 8848 299
7075 9322 896
8654 820 33
1546 7694 478
2372 9933 123
8051 8577 104
5874 9972 200
1333 6730 489
3254 614 689
3578 3816 870
1752 1461 550
5860 612 161
7320 1604 79
9323 9877 710
6199 9575 721
1123 2877 145
286 6741 200
4892 2615 958
2130 4651 281
7820 5827 118
6355 6699 38
6864 7176 156
7129 1238 618
2453 9352 538
1105 2377 68
2961 7140 921
9824 5929 343
4394 7093 424
638 5049 38
2417 3577 589
7710 1056 200
5836 585 535
5737 7488 785
6386 5471 171
4250 2953 69
2377 1927 187
4468 4998 678
3459 2698 239
4289 3478 652
9645 5759 370
1813 559 147
6462 238 415
1179 2245 352
4153 3883 420
4392 5647 299
9247 531 624
9535 9775 571
9954 7597 447
3176 4461 892
3239 5066 714
8275 448 69
9916 4008 72
7310 2966 354
113 318 758
5561 6358 685
1928 2476 149
6424 8341 179
9747 5566 318
1959 3724 8
555 4070 394
3311 1921 788
4473 2602 388
4534 8664 352
1249 6328 914
2802 4455 250
9022 7373 294
2206 1043 23
2529 1749 96
8135 776 355
9707 1066 866
3824 3833 308
9857 8480 390
6772 1014 29
981 7019 182
6532 9009 381
1709 9286 669
3576 8650 895
1201 3542 267
964 1086 214
4947 4056 469
8864 7208 752
8714 304 810
217 9495 114
914 2398 38
1527 1847 382
5878 3271 526
5301 2595 136
131 2169 943
5837 411 680
6949 4762 676
5088 5431 319
5783 520 702
9804 4693 613
2203 2572 448
5607 2052 813
6019 974 889
1095 3229 990
2063 3450 497
8563 6012 173
9433 7745 188
996 3437 922
6372 2298 567
9926 5429 800
3417 3430 52
1964 3361 994
1511 1141 403
3388 2994 885
8215 2956 842
5409 6973 132
506 3686 510
9679 509 692
397 6710 955
4463 3310 300
9263 1843 286
5947 696 744
8404 8957 407
7030 3398 920
2568 4315 662
5556 9669 459
478 614 639
919 3969 298
654 4881 653
356 2195 726
7382 6336 844
1277 5533 892
8912 7080 641
1962 9931 25
5564 1778 36
2927 2521 287
8782 9536 324
4960 1980 360
9147 5250 568
8083 5227 444
6229 1568 391
2796 7779 400
2317 6440 828
6709 8680 376
7549 5925 389
8458 2478 441
1360 7477 694
3369 287 338
6753 2299 691
8551 8467 915
5610 7311 81
9181 791 807
2414 601 494
7985 7227 311
5210 8094 459
3091 2058 600
94 2754 292
4750 4116 478
768 5596 997
7037 5793 514
3766 7945 911
6203 1127 628
9584 9561 131
7995 8848 902
4943 5205 463
6614 598 603
6914 8828 436
3329 9668 867
2034 8870 166
3102 5641 681
2957 6049 691
9068 1708 121
9094 7846 313
9081 2746 20
6324 1712 998
4119 2213 263
8174 4868 997
2983 8943 111
225 4650 398
8345 3274 904
5502 7277 768
2438 6664 901
1504 8746 832
482 4603 993
9117 6604 561
9989 5465 654
5550 8969 594
2550 4508 887
2641 8916 473
7757 8665 961
3811 7730 746
9513 6817 487
9846 6156 731
7740 843 753
1853 5752 299
5932 5128 454
6608 2586 873
3492 8540 802
9342 9509 440
6663 4470 674
9795 9331 193
3060 4125 254
3544 1142 901
5496 8982 448
5216 8355 7
1878 5619 748
1287 9043 739
5563 8895 656
5890 6104 91
2106 5373 753
3584 8259 716
7562 2228 591
6585 3700 166
2641 2997 145
9544 6735 391
1319 6625 28
4374 2819 696
5676 1593 175
3334 4421 333
1191 740 77
7591 4153 725
8662 2859 548
5725 7697 349
8530 3210 362
2037 6352 401
1840 1464 853
9508 1384 900
7401 3707 722
8956 353 761
1276 6757 288
968 2341 832
5544 887 637
2394 3441 347
4972 8832 225
516 5208 126
1853 930 290
1882 5806 535
3499 2965 312
6366 2763 802
8967 5053 75
2786 5179 151
2732 6254 477
1605 5767 759
3954 3990 758
267 1512 468
5218 4944 479
8970 4295 446
1202 2899 525
9376 9622 883
1601 6692 530
3868 9275 315
6671 6826 833
3835 6377 192
8004 1363 287
5943 1777 542
1456 2531 730
8603 7247 521
6510 1844 400
334 7679 143
7659 3394 482
1306 3425 941
7861 4442 828
456 5908 437
3612 2575 828
813 3895 189
4571 7128 297
3177 447 951
7268 279 807
2348 2241 658
8239 7544 312
8497 1104 907
4980 5016 719
6069 9507 433
8436 4812 421
6922 6623 63
2331 408 294
6619 6146 724
4369 7876 143
5101 2810 422
7901 1927 623
6596 3724 186
9914 7185 397
454 2035 765
4052 6613 115
4530 6221 249
5533 3959 98
1673 4617 261
523 2038 400
8465 495 538
7055 4041 963
4579 9541 819
1065 7381 39
3410 7746 622
4823 3137 902
4245 8856 813
2763 117 374
8391 5261 287
4891 7887 125
7758 7204 543
2741 303 294
4143 7955 64
1307 1700 524
3464 9593 743
811 1736 469
5299 3914 504
1788 239 280
1861 3954 213
4907 2178 222
1681 8520 372
4582 6742 553
3803 9263 478
2974 9141 600
7465 319 213
5599 7160 481
2253 420 561
8575 31 485
6038 8107 666
5753 8321 613
1738 2625 483
7915 5913 396
7358 2394 374
4378 2687 596
1115 3859 376
7690 3867 601
4828 283 11
5723 9509 326
7625 972 491
1453 5490 779
5277 9515 288
2868 8717 695
7420 3343 727
9449 2048 575
762 8732 137
5430 130 132
2059 3823 733
4691 5093 492
693 6167 246
2025 1533 237
7376 5641 216
5772 539 399
7462 8883 318
5719 4384 765
1482 5167 814
6239 1367 720
7463 934 651
6473 7745 510
3656 9670 937
4585 7550 333
6222 7485 137
1313 1705 801
7204 8882 615
2376 2501 421
1674 5575 331
7752 77 844
1278 3969 79
1176 4366 671
1089 9030 174
569 7035 396
3658 9334 732
3626 8671 301
585 3273 618
9965 1496 14
2251 7639 373
438 2643 843
1669 2452 421
7017 8185 425
3921 3290 109
339 7430 333
2050 369 545
2917 5360 502
2417 3243 664
1957 45 745
241 2972 88
7935 1529 939
627 8705 63
1302 7892 1000
2726 7273 430
416 6037 5
3217 402 245
6600 2955 651
7218 3593 591
6845 2022 36
7981 996 642
906 5378 699
158 1150 490
3744 8315 347
563 5190 614
874 3700 586
6456 7466 173
1352 8157 208
8721 6622 610
7018 8257 409
4706 3327 779
6015 1306 810
9267 3621 547
1702 2528 658
6136 4179 155
6155 801 865
3699 4784 536
805 2485 55
4290 802 674
3832 2655 74
1792 305 37
6829 5790 11
5034 3081 210
2292 5721 947
7038 7054 360
7261 2163 600
8975 5681 860
9211 635 740
3646 7984 187
3782 7806 264
7131 1161 812
1732 6768 640
1758 2174 442
4298 6744 600
6673 2103 707
4523 7169 466
1395 3755 256
8007 6 49
1162 1168 698
977 6594 339
5270 1118 628
390 2547 26
4224 5573 588
914 266 139
2412 1265 664
2799 2687 339
3868 1073 972
3221 3571 326
4889 5164 949
1856 9224 403
2989 6385 912
2505 1395 441
2775 1283 400
2238 6183 85
8362 6996 606
1838 5161 534
8755 1293 113
9771 7325 431
9817 7140 494
6403 8875 748
2888 9767 125
9929 2511 827
32 1475 815
6271 1327 267
9535 1225 705
8830 8495 9
7435 522 685
2321 6216 351
8662 647 394
1209 9196 61
5246 5662 899
9867 6722 699
768 5627 26
756 9532 518
9772 6083 405
157 8161 81
2557 4226 957
1771 1880 879
6072 8550 504
3967 8902 318
1531 9652 484
5820 5240 105
7772 6214 317
3969 4451 419
5101 920 472
3599 7408 617
9944 3524 355
8839 3168 82
8201 2567 467
2744 3450 853
6749 2811 732
3903 6830 854
7511 1248 235
9019 2485 61
7033 4081 778
2741 3435 519
8392 9788 855
111 9454 729
9316 6975 674
505 3767 180
5876 3299 774
3751 3261 990
1948 3037 321
9359 806 913
8761 9632 317
8925 8595 237
2637 8338 365
4840 118 436
272 912 313
8529 3250 261
997 282 239
4432 9858 763
2673 6305 317
6048 589 336
4454 8489 559
6088 7271 312
9897 4872 326
2040 4496 156
3772 5264 1000
6468 2647 616
2809 4852 764
1116 4770 444
849 5726 517
6456 2075 673
6547 8210 347
4131 1993 822
2446 6778 571
7103 5949 634
416 9568 282
6470 910 310
3237 5598 696
2508 1334 383
1781 8359 563
3545 4739 267
476 9173 739
5541 693 942
3335 7138 516
3962 1585 752
1996 7688 686
3356 6161 100
283 6180 276
7624 6646 142
4553 966 129
1568 1856 684
1746 6010 593
1382 9486 489
2900 4354 319
7861 1271 448
2452 5245 153
5025 257 553
5343 5842 782
5424 7156 105
6092 4955 391
847 7980 993
5551 6326 570
7173 922 308
5955 7350 647
1289 3075 493
7624 3926 459
68 9613 726
9313 7869 116
2793 2775 984
9077 6239 624
6289 4702 954
9280 1690 978
1447 2244 692
4311 9903 323
8180 3351 688
7427 7756 839
1489 4510 311
1071 9662 662
2465 6122 921
9783 1334 671
5482 6300 474
2462 9088 821
8777 5431 816
4423 2488 959
4453 5845 171
6396 4058 125
2816 3836 180
518 8892 729
5730 3577 253
8888 7137 797
2848 2609 851
9335 8052 465
1689 1170 975
479 9689 460
927 1188 425
3089 4579 438
5620 3851 595
4351 5372 938
1565 4753 82
1025 4826 525
2226 193 200
7997 7850 106
9249 1158 372
5439 2836 889
4649 2169 363
1204 5921 167
6260 869 929
6213 1156 775
2620 3074 913
2048 1661 598
1758 8570 843
1820 9661 513
4238 4220 40
3644 1394 356
6976 6239 233
5224 5058 800
1686 7736 903
7817 8023 513
2851 3853 650
6007 6352 22
6436 1121 307
4607 4821 909
2335 4502 872
9909 3849 308
8882 2122 380
3767 1073 297
2030 9424 407
531 5026 145
7966 217 943
1449 7526 895
2434 9587 630
345 8943 875
6167 6932 390
4579 6791 102
548 6726 909
2552 6094 291
520 1450 973
2107 7876 832
751 3222 615
3716 914 547
2257 9909 703
5623 1259 646
892 2504 994
209 8130 634
5132 190 225
1289 5650 470
768 2289 718
3677 337 3
527 5696 492
5152 1314 99
5459 4482 491
3294 143 281
9597 5633 289
4204 5590 837
1155 1753 519
2957 3184 47
1458 8317 112
5281 7604 201
1017 8150 966
5026 5803 543
5502 1381 722
6480 2283 148
5498 4682 706
9841 6022 808
5346 1991 433
5761 2367 883
4945 630 92
8772 9440 757
6602 3103 821
3941 209 502
6298 2738 804
1738 2367 115
794 9038 112
1450 7906 966
7891 2268 367
7392 8460 522
6812 5609 476
4559 3418 595
8431 9475 927
926 8844 656
1145 8885 427
4283 9171 810
2667 4852 896
916 6465 945
2310 7632 447
888 1628 534
9636 100 855
2470 6961 242
2241 8627 524
3397 1052 910
5096 4158 69
7478 7701 296
2812 2630 948
2971 2563 207
2797 1263 518
8160 7460 396
5978 8531 890
831 7448 499
2800 9135 11
7483 2833 521
6776 688 32
6201 6687 361
9536 1330 495
925 6451 944
7950 2486 253
6003 8457 797
841 4335 440
2735 3284 250
5334 4118 609
6886 7280 323
2997 6048 620
3122 5629 655
5804 4462 108
3441 3171 351
400 58 311
8802 3503 503
775 3720 559
9370 1679 112
7947 8702 282
217 1685 726
2311 7155 256
5449 6128 934
8773 2977 710
8486 729 188
7425 4261 700
8722 615 281
8357 4601 450
7264 4724 285
2535 3872 840
4195 619 844
74 7240 473
8996 2682 166
635 3844 569
6047 8261 216
3543 7101 792
4166 5237 233
8933 8133 685
874 7175 461
3433 520 183
839 2753 545
8626 973 506
7668 5310 941
3947 8141 269
9731 1337 561
2257 5445 990
3210 600 506
1885 2237 978
2109 1425 633
2441 1039 998
7563 5511 843
2080 3536 911
8510 3923 834
1005 6631 555
2823 3879 867
9381 8870 368
8348 6878 820
5971 8186 658
4734 1405 970
9879 8928 526
4119 412 325
3281 566 276
919 2337 823
7255 8682 614
7785 1842 628
9641 9988 686
4912 5213 805
615 2203 511
5965 8094 150
9975 1859 417
8309 198 284
2185 303 890
4928 5164 720
2025 3670 877
5043 2139 131
